4 0.000069
4 0.000093
4 0.000121
4 0.000099
4 0.000071
4 0.000148
4 0.000087
4 0.000077
4 0.000082
4 0.000085
4 0.000113
4 0.000143
4 0.000155
4 0.000095
4 0.000121
4 0.000089
4 0.000071
4 0.000087
4 0.000089
4 0.000102
4 0.000078
4 0.000077
4 0.000066
4 0.000136
4 0.000073
4 0.000075
4 0.000067
4 0.000076
4 0.000135
4 0.000111
4 0.000097
4 0.000110
4 0.000217
4 0.000088
4 0.000074
4 0.000129
4 0.000072
4 0.000065
4 0.000093
4 0.000164
4 0.000098
4 0.000107
4 0.000108
4 0.000112
4 0.000085
4 0.000119
4 0.000127
4 0.000115
4 0.000113
4 0.000068
5 0.000082
5 0.000090
5 0.000101
5 0.000088
5 0.000076
5 0.000154
5 0.000111
5 0.000085
5 0.000111
5 0.000168
5 0.000087
5 0.000172
5 0.000113
5 0.000162
5 0.000116
5 0.000088
5 0.000089
5 0.000126
5 0.000090
5 0.000107
5 0.000079
5 0.000129
5 0.000153
5 0.000120
5 0.000082
5 0.000110
5 0.000149
5 0.000105
5 0.000085
5 0.000074
5 0.000117
5 0.000088
5 0.000193
5 0.000079
5 0.000112
5 0.000116
5 0.000081
5 0.000081
5 0.000078
5 0.000078
5 0.000092
5 0.000087
5 0.000092
5 0.000141
5 0.000081
5 0.000103
5 0.000077
5 0.000077
5 0.000076
5 0.000074
6 0.000111
6 0.000118
6 0.000120
6 0.000178
6 0.000123
6 0.000116
6 0.000155
6 0.000116
6 0.000140
6 0.000152
6 0.000141
6 0.000118
6 0.000120
6 0.000111
6 0.000112
6 0.000111
6 0.000130
6 0.000128
6 0.000139
6 0.000135
6 0.000132
6 0.000273
6 0.000189
6 0.000136
6 0.000127
6 0.000133
6 0.000128
6 0.000206
6 0.000200
6 0.000141
6 0.000131
6 0.000159
6 0.000118
6 0.000147
6 0.000192
6 0.000218
6 0.000135
6 0.000127
6 0.000116
6 0.000123
6 0.000178
6 0.000206
6 0.000138
6 0.000179
6 0.000144
6 0.000141
6 0.000174
6 0.000218
6 0.000125
6 0.000197
7 0.000371
7 0.000462
7 0.000354
7 0.000333
7 0.000324
7 0.000343
7 0.000390
7 0.000351
7 0.000375
7 0.000372
7 0.000356
7 0.000378
7 0.000433
7 0.000330
7 0.000326
7 0.000345
7 0.000338
7 0.000420
7 0.000403
7 0.000366
7 0.000344
7 0.000339
7 0.000375
7 0.000392
7 0.000354
7 0.000340
7 0.000343
7 0.000391
7 0.000360
7 0.000379
7 0.000407
7 0.000374
7 0.000389
7 0.000411
7 0.000441
7 0.000367
7 0.000339
7 0.000362
7 0.000393
7 0.000399
7 0.000468
7 0.000535
7 0.000584
7 0.000451
7 0.000593
7 0.000515
7 0.000565
7 0.000464
7 0.000641
7 0.000507
8 0.002978
8 0.002413
8 0.002728
8 0.002872
8 0.002797
8 0.002567
8 0.002947
8 0.002426
8 0.002542
8 0.002720
8 0.002393
8 0.002914
8 0.002731
8 0.002496
8 0.002777
8 0.002721
8 0.002611
8 0.002612
8 0.002426
8 0.002714
8 0.002405
8 0.002787
8 0.002944
8 0.003227
8 0.002779
8 0.002672
8 0.003364
8 0.002525
8 0.002727
8 0.002451
8 0.002644
8 0.002486
8 0.002654
8 0.002838
8 0.002723
8 0.002632
8 0.002949
8 0.002447
8 0.002507
8 0.002854
8 0.002687
8 0.002596
8 0.002371
8 0.002657
8 0.002799
8 0.002573
8 0.002740
8 0.002823
8 0.002323
8 0.002920
9 0.019183
9 0.021163
9 0.023353
9 0.021439
9 0.022056
9 0.018963
9 0.017294
9 0.016697
9 0.016813
9 0.016919
9 0.016838
9 0.017024
9 0.018305
9 0.020685
9 0.019320
9 0.018213
9 0.019147
9 0.016217
9 0.016510
9 0.017658
9 0.017144
9 0.017421
9 0.016504
9 0.017337
9 0.017392
9 0.017900
9 0.016682
9 0.016682
9 0.016753
9 0.017253
9 0.018145
9 0.016342
9 0.016507
9 0.016626
9 0.016263
9 0.016436
9 0.017014
9 0.016237
9 0.016473
9 0.018551
9 0.017006
9 0.018104
9 0.017142
9 0.016797
9 0.016936
9 0.017113
9 0.017569
9 0.017205
9 0.016223
9 0.016594
10 0.200925
10 0.195698
10 0.196327
10 0.229079
10 0.223946
10 0.211728
10 0.209529
10 0.196794
10 0.190622
10 0.196558
10 0.211224
10 0.202455
10 0.218135
10 0.193830
10 0.193140
10 0.186381
10 0.182744
10 0.192836
10 0.184809
10 0.187615
10 0.185813
10 0.192006
10 0.179722
10 0.189030
10 0.182701
10 0.189240
10 0.194118
10 0.186022
10 0.187951
10 0.190006
10 0.192241
10 0.187782
10 0.193582
10 0.186988
10 0.191103
10 0.197102
10 0.191035
10 0.192658
10 0.192809
10 0.193268
10 0.194419
10 0.192267
10 0.191777
10 0.191826
10 0.189345
10 0.201862
10 0.188962
10 0.197681
10 0.196566
10 0.186267
11 1.298448
11 1.284614
11 1.272085
11 1.285372
11 1.331791
11 1.261642
11 1.310570
11 1.270706
11 1.337320
11 1.276741
11 1.309975
11 1.276331
11 1.470500
11 1.373938
11 1.349663
11 1.332322
11 1.338354
11 1.326656
11 1.330602
11 1.398958
11 1.456844
11 1.296326
11 1.381102
11 1.349306
11 1.282072
11 1.350132
11 1.512100
11 1.447546
11 1.383525
11 1.386044
11 1.476621
11 1.425096
11 1.378300
11 1.420899
11 1.355783
11 1.421099
11 1.423398
11 1.346679
11 1.406945
11 1.399762
11 1.391446
11 1.395778
11 1.447871
11 1.371086
11 1.394172
11 1.479340
11 1.420604
11 1.355728
11 1.270672
11 1.296965
12 17.306420
12 17.798976
12 18.283419
12 17.336077
12 18.485585
12 18.825586
12 17.482319
12 17.461498
12 17.754684
12 17.520138
12 17.970002
12 18.023890
12 21.714101
12 18.308796
12 19.044586
